id,report_date,occured_date,occured_time,area,crime,victim_age,victim_sex,victim_descent,premise,weapon,status,lat,lon
100100997,2010-06-04,2010-06-04,14:30,Central,INTIMATE PARTNER - SIMPLE ASSAULT,43,M,Hispanic/Latin/Mexican,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0668,-118.2301
100100998,2010-06-04,2010-06-04,08:00,Central,BATTERY - SIMPLE ASSAULT,83,F,Hispanic/Latin/Mexican,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0652,-118.2468
100100999,2010-06-04,2010-06-04,16:20,Central,INTIMATE PARTNER - SIMPLE ASSAULT,32,F,Other,OFFICE BUILDING/OFFICE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0481,-118.2542
100101000,2010-06-05,2010-05-15,10:00,Central,BURGLARY,30,F,Other,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,34.0444,-118.2628
100101001,2010-06-05,2010-05-12,21:00,Central,BURGLARY,33,F,Other,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,34.0444,-118.2628
100101009,2010-06-07,2010-06-06,09:45,Central,ROBBERY,49,M,Other,JEWELRY STORE,MACE/PEPPER SPRAY,Adult Arrest,34.0467,-118.252
100101010,2010-06-07,2010-06-06,19:45,Central,BATTERY - SIMPLE ASSAULT,40,M,Hispanic/Latin/Mexican,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0428,-118.2461
100101011,2010-06-07,2010-06-07,00:45,Central,BATTERY - SIMPLE ASSAULT,9,F,Hispanic/Latin/Mexican,BAR/COCKTAIL/NIGHTCLUB,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0532,-118.2425
100101012,2010-06-07,2010-06-07,17:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),44,F,Hispanic/Latin/Mexican,OTHER STORE,,Invest Cont,34.0452,-118.2534
100101015,2010-06-08,2010-06-08,18:10,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",44,M,White,STREET,FOLDING KNIFE,Invest Cont,34.0382,-118.2384
100101017,2010-06-08,2010-06-08,22:45,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",46,M,Black,SIDEWALK,SWITCH BLADE,Invest Cont,34.0439,-118.2479
100101019,2010-06-10,2010-06-10,11:50,Central,BATTERY - SIMPLE ASSAULT,24,F,Hispanic/Latin/Mexican,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0378,-118.2561
100101023,2010-06-10,2010-06-10,19:35,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29,F,Hispanic/Latin/Mexican,STREET,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,34.048,-118.2438
100101024,2010-06-10,2010-06-10,20:30,Central,ROBBERY,34,M,White,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0455,-118.2381
100101028,2010-06-11,2010-06-11,19:10,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",37,M,Other,SIDEWALK,OTHER KNIFE,Invest Cont,34.0549,-118.2426
100101032,2010-06-12,2010-06-12,13:30,Central,BATTERY POLICE (SIMPLE),40,F,Hispanic/Latin/Mexican,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,34.0467,-118.252
100101033,2010-06-12,2010-06-12,14:35,Central,INTIMATE PARTNER - SIMPLE ASSAULT,20,M,Hispanic/Latin/Mexican,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0404,-118.2504
100101034,2010-06-12,2010-06-12,18:10,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",49,M,Black,STREET,BLUNT INSTRUMENT,Adult Other,34.0377,-118.2425
100101035,2010-06-13,2010-06-12,20:58,Central,BURGLARY,47,M,Hispanic/Latin/Mexican,OTHER BUSINESS,,Invest Cont,34.0394,-118.2496
100101036,2010-06-13,2010-06-03,16:30,Central,BATTERY - SIMPLE ASSAULT,45,M,Hispanic/Latin/Mexican,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0412,-118.2474
100101039,2010-06-14,2010-06-14,16:45,Central,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,0,F,Hispanic/Latin/Mexican,"VEHICLE, PASSENGER/TRUCK","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0566,-118.2319
100101040,2010-06-14,2010-06-14,16:35,Central,CHILD NEGLECT (SEE 300 W.I.C.),6,M,Hispanic/Latin/Mexican,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,34.0566,-118.2319
100101041,2010-06-14,2010-06-14,07:30,Central,BURGLARY FROM VEHICLE,51,F,Other,PARKING LOT,,Invest Cont,34.0459,-118.2545
100101227,2010-07-15,2010-07-15,21:00,Central,BATTERY - SIMPLE ASSAULT,34,M,Hispanic/Latin/Mexican,"VEHICLE, PASSENGER/TRUCK","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0435,-118.2471
100101045,2010-06-16,2010-06-15,07:05,Central,BATTERY - SIMPLE ASSAULT,37,F,Black,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0446,-118.245
100101049,2010-06-15,2010-06-11,19:00,Central,INTIMATE PARTNER - SIMPLE ASSAULT,49,F,White,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0423,-118.2452
100101058,2010-06-17,2010-06-16,18:30,Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,44,M,Black,OTHER PREMISE,,Invest Cont,34.0354,-118.2714
100101059,2010-06-17,2010-06-16,18:00,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),52,M,White,CONSTRUCTION SITE,,Invest Cont,34.0379,-118.2682
100101063,2010-06-17,2010-06-17,13:35,Central,"THEFT, PERSON",35,M,White,STREET,,Invest Cont,34.0401,-118.2668
100101067,2010-06-17,2010-06-17,23:10,Central,THROWING OBJECT AT MOVING VEHICLE,0,M,Hispanic/Latin/Mexican,STREET,,Invest Cont,34.037,-118.2688
100101072,2010-06-17,2010-06-17,21:00,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,M,Hispanic/Latin/Mexican,OTHER BUSINESS,,Invest Cont,34.0444,-118.2628
100101073,2010-06-17,2010-06-17,21:00,Central,DISTURBING THE PEACE,0,M,Hispanic/Latin/Mexican,STREET,,Invest Cont,34.0444,-118.2628
100101074,2010-06-17,2010-06-17,22:50,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,M,Hispanic/Latin/Mexican,OTHER BUSINESS,,Adult Arrest,34.0409,-118.2609
100101075,2010-06-19,2010-06-17,21:00,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",25,M,Hispanic/Latin/Mexican,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,34.0359,-118.2648
100101076,2010-06-19,2010-06-17,21:00,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),28,F,Hispanic/Latin/Mexican,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,34.0353,-118.2698
100101082,2010-06-19,2010-06-19,03:15,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31,M,Black,STREET,KNIFE WITH BLADE 6INCHES OR LESS,Invest Cont,34.0412,-118.2436
100101091,2010-06-21,2010-06-21,23:50,Central,INTIMATE PARTNER - SIMPLE ASSAULT,29,F,Hispanic/Latin/Mexican,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.071,-118.2302
100101093,2010-06-22,2010-06-22,03:00,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",56,M,Hispanic/Latin/Mexican,STREET,,Invest Cont,34.0474,-118.2531
100101095,2010-06-23,2010-06-17,21:00,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0,M,Hispanic/Latin/Mexican,STREET,,Invest Cont,34.0458,-118.2614
100101103,2010-06-22,2010-06-22,18:30,Central,BATTERY - SIMPLE ASSAULT,32,M,White,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.0488,-118.2553
100101104,2010-06-23,2010-06-23,15:50,Central,ROBBERY,29,F,Black,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0452,-118.2569
100101111,2010-06-24,2010-06-24,00:01,Central,ROBBERY,33,M,White,SIDEWALK,SEMI-AUTOMATIC PISTOL,Adult Other,34.0544,-118.2535
100101114,2010-06-24,2010-06-24,12:15,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",59,M,Hispanic/Latin/Mexican,STREET,VEHICLE,Invest Cont,34.0626,-118.2433
100101115,2010-06-24,2010-06-24,16:50,Central,OTHER ASSAULT,35,M,Hispanic/Latin/Mexican,STREET,VEHICLE,Invest Cont,34.0346,-118.2572
100101118,2010-06-25,2010-06-25,23:00,Central,INTIMATE PARTNER - SIMPLE ASSAULT,34,F,Other,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0416,-118.262
100101120,2010-06-26,2010-06-25,23:45,Central,"RAPE, FORCIBLE",13,F,Black,HOTEL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.0474,-118.2496
100101121,2010-06-26,2010-06-26,08:30,Central,INTIMATE PARTNER - SIMPLE ASSAULT,19,F,Hispanic/Latin/Mexican,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0563,-118.2374
100101123,2010-06-27,2010-06-27,14:00,Central,OTHER MISCELLANEOUS CRIME,42,M,White,ALLEY,,Adult Arrest,34.0389,-118.255
100101124,2010-06-28,2010-06-28,02:30,Central,TRESPASSING,25,M,Hispanic/Latin/Mexican,HOSPITAL,,Invest Cont,34.0372,-118.2654
100101125,2010-06-28,2010-06-28,03:00,Central,ROBBERY,30,M,Hispanic/Latin/Mexican,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0488,-118.2518
100101136,2010-06-29,2010-06-29,14:30,Central,BATTERY - SIMPLE ASSAULT,17,M,Hispanic/Latin/Mexican,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.034,-118.2651
100101137,2010-06-29,2010-06-29,14:30,Central,BATTERY - SIMPLE ASSAULT,18,M,Hispanic/Latin/Mexican,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.034,-118.2651
100101139,2010-06-29,2010-06-28,10:00,Central,BURGLARY,29,F,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,34.0482,-118.2472
100101140,2010-06-29,2010-06-29,15:30,Central,THEFT PLAIN - PETTY ($950 & UNDER),19,M,Hispanic/Latin/Mexican,STREET,,Invest Cont,34.0495,-118.2494
100101148,2010-07-01,2010-06-30,21:15,Central,INTIMATE PARTNER - SIMPLE ASSAULT,48,F,Black,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0416,-118.2398
100101153,2010-07-02,2010-07-02,02:00,Central,ROBBERY,49,M,White,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,34.0449,-118.2458
100101162,2010-07-03,2010-07-03,13:30,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31,M,Black,STREET,OTHER KNIFE,Invest Cont,34.0423,-118.2452
100101166,2010-07-04,2010-07-04,02:20,Central,OTHER MISCELLANEOUS CRIME,26,M,Black,STREET,,Invest Cont,34.045,-118.264
100101167,2010-07-05,2010-07-04,23:30,Central,INTIMATE PARTNER - SIMPLE ASSAULT,29,M,Black,DRIVEWAY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.045,-118.2435
100101172,2010-07-05,2010-07-05,01:15,Central,VIOLATION OF RESTRAINING ORDER,25,F,Hispanic/Latin/Mexican,RESTAURANT/FAST FOOD,,Invest Cont,34.0503,-118.2504
100101173,2010-07-05,2010-07-05,01:10,Central,BATTERY - SIMPLE ASSAULT,26,M,Hispanic/Latin/Mexican,RESTAURANT/FAST FOOD,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0503,-118.2504
100101174,2010-07-05,2010-07-05,02:30,Central,ROBBERY,26,M,Hispanic/Latin/Mexican,STREET,FOLDING KNIFE,Invest Cont,34.0487,-118.2588
100101179,2010-07-06,2010-07-06,15:00,Central,BURGLARY FROM VEHICLE,25,F,Other,STREET,,Invest Cont,34.0639,-118.2446
100101182,2010-07-07,2010-07-07,16:10,Central,ROBBERY,52,M,White,SIDEWALK,OTHER CUTTING INSTRUMENT,Invest Cont,34.0407,-118.2468
100101189,2010-07-08,2010-07-08,21:35,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",28,M,Black,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0467,-118.2485
100101190,2010-07-08,2010-07-08,10:40,Central,ATTEMPTED ROBBERY,46,F,White,RESTAURANT/FAST FOOD,SIMULATED GUN,Adult Other,34.0482,-118.2472
100101191,2010-07-09,2010-07-09,02:35,Central,INTIMATE PARTNER - SIMPLE ASSAULT,22,F,Hispanic/Latin/Mexican,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,34.043,-118.2571
100101197,2010-07-10,2010-07-10,07:00,Central,LEWD CONDUCT,41,M,Black,SIDEWALK,,Invest Cont,34.0457,-118.2665
100101198,2010-07-10,2010-07-10,17:15,Central,BATTERY - SIMPLE ASSAULT,34,M,Other,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0454,-118.2422
100101203,2010-07-11,2010-07-11,14:35,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",57,M,Hispanic/Latin/Mexican,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,34.0455,-118.2452
100101204,2010-07-12,2010-07-12,00:55,Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,63,M,Black,BUS STOP,VERBAL THREAT,Invest Cont,34.0452,-118.2569
100101205,2010-07-12,2010-07-12,17:00,Central,BATTERY - SIMPLE ASSAULT,33,M,Black,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0446,-118.245
100101206,2010-07-12,2010-07-12,13:00,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",35,F,White,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,34.0571,-118.2509
100101209,2010-07-13,2010-07-13,12:40,Central,BATTERY POLICE (SIMPLE),0,M,Hispanic/Latin/Mexican,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.065,-118.2384
100101213,2010-07-13,2010-07-13,21:05,Central,ROBBERY,21,M,Hispanic/Latin/Mexican,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,34.045,-118.2435
100101215,2010-07-14,2010-07-14,16:30,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),23,M,Hispanic/Latin/Mexican,DEPARTMENT STORE,,Adult Arrest,34.048,-118.2577
100101217,2010-07-15,2010-07-14,23:30,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21,M,White,OTHER BUSINESS,SCISSORS,Invest Cont,34.0452,-118.2569
100101225,2010-07-15,2010-07-15,20:40,Central,OTHER MISCELLANEOUS CRIME,9,M,Hispanic/Latin/Mexican,STREET,,Adult Arrest,34.0439,-118.2514
100101226,2010-07-15,2010-07-15,21:00,Central,BATTERY - SIMPLE ASSAULT,28,M,White,"VEHICLE, PASSENGER/TRUCK","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0435,-118.2471
100101228,2010-07-15,2010-07-15,21:00,Central,BATTERY - SIMPLE ASSAULT,34,M,Hispanic/Latin/Mexican,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0435,-118.2471
100101233,2010-07-15,2010-07-15,22:30,Central,ROBBERY,38,M,White,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0398,-118.2413
100101237,2010-07-15,2010-07-15,19:30,Central,ATTEMPTED ROBBERY,0,M,White,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0445,-118.2558
100101241,2010-07-16,2010-07-16,14:30,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",45,M,White,STREET,BOTTLE,Adult Other,34.048,-118.256
100101243,2010-07-16,2010-07-16,18:15,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",42,M,Hispanic/Latin/Mexican,SIDEWALK,KNIFE WITH BLADE 6INCHES OR LESS,Invest Cont,34.0435,-118.2427
100101244,2010-07-16,2010-07-16,22:00,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,F,White,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0428,-118.2461
100101245,2010-07-17,2010-07-17,04:40,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",24,M,Hispanic/Latin/Mexican,OTHER BUSINESS,,Adult Arrest,34.0467,-118.2556
100101247,2010-07-17,2010-07-17,21:30,Central,BATTERY - SIMPLE ASSAULT,30,F,Black,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0446,-118.245
100101250,2010-07-18,2010-07-18,04:20,Central,ROBBERY,27,M,White,STREET,VERBAL THREAT,Adult Other,34.0467,-118.2556
100101251,2010-07-18,2010-07-18,14:20,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,M,Hispanic/Latin/Mexican,SIDEWALK,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,Invest Cont,34.0412,-118.2474
100101252,2010-07-18,2010-07-18,14:00,Central,ROBBERY,54,F,Other,OTHER BUSINESS,HAND GUN,Invest Cont,34.064,-118.2375
100101258,2010-07-21,2010-07-18,22:00,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",32,M,Hispanic/Latin/Mexican,NIGHT CLUB (OPEN EVENINGS ONLY),"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.045,-118.264
100101259,2010-07-19,2010-07-19,16:50,Central,ROBBERY,39,M,Hispanic/Latin/Mexican,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0717,-118.2493
100101260,2010-07-19,2010-07-19,22:05,Central,ROBBERY,0,M,Hispanic/Latin/Mexican,PARKING LOT,BELT FLAILING INSTRUMENT/CHAIN,Adult Other,34.0437,-118.2652
100101262,2010-07-21,2010-07-21,17:00,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,F,White,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,34.0426,-118.2412
100101264,2010-07-22,2010-07-19,00:10,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",22,M,Black,STREET,HAND GUN,Adult Arrest,34.0437,-118.2455
100101269,2010-07-22,2010-07-15,23:00,Central,ROBBERY,20,M,Black,SIDEWALK,SEMI-AUTOMATIC PISTOL,Invest Cont,34.0446,-118.245
100101273,2010-07-22,2010-07-22,15:10,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),34,F,Other Asian,DRUG STORE,,Adult Other,34.0473,-118.2566
100101276,2010-07-24,2010-07-24,00:15,Central,BATTERY - SIMPLE ASSAULT,28,F,Hispanic/Latin/Mexican,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0342,-118.2636
100101277,2010-07-25,2010-07-25,12:40,Central,DOCUMENT FORGERY / STOLEN FELONY,30,M,Hispanic/Latin/Mexican,LIQUOR STORE,,Invest Cont,34.0383,-118.2633
100101283,2010-07-28,2010-07-27,00:05,Central,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),12,F,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,34.0442,-118.2439
